rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
157	GDF10	growth differentiation factor 10	1449	0	0	2	8	0	0	0	8	8	7	1.945198e-06	2.200000e-01	9.670000e-01	7.950482e-06	9.505929e-04
158	ZNF559	zinc finger protein 559	1659	0	1	0	10	0	0	0	10	10	10	4.115044e-06	1.010000e-01	8.040000e-01	7.962765e-06	9.505929e-04
159	HIST1H4I	histone cluster 1, H4i	320	0	0	2	12	0	0	0	12	10	11	1.232991e-06	4.470000e-01	5.840000e-01	8.990347e-06	1.066515e-03
160	ITPKB	inositol 1,4,5-trisphosphate 3-kinase B	2877	0	548	16	44	3	2	6	55	34	49	5.950012e-06	6.300000e-02	9.920000e-01	9.464864e-06	1.109490e-03
161	DOCK2	dedicator of cytokinesis 2	7240	0	1253	7	31	0	2	1	34	31	24	6.191784e-02	1.000000e-05	6.367000e-02	9.470255e-06	1.109490e-03
162	HIRIP3	HIRA interacting protein 3	1907	3	0	1	5	0	0	0	5	5	5	1.084296e-05	1	3.100000e-02	9.609028e-06	1.118799e-03
163	BCL2L11	BCL2-like 11 (apoptosis facilitator)	747	0	271	2	6	2	5	2	15	13	14	7.800444e-06	8.400000e-02	2.120000e-01	9.762365e-06	1.129679e-03
164	MAPK8	mitogen-activated protein kinase 8	1409	0	0	1	2	1	1	0	4	4	4	3.063038e-06	1	1.370000e-01	1.046715e-05	1.203850e-03
165	UBC	ubiquitin C	2070	2	18	2	10	0	0	0	10	10	5	1.831056e-02	2.000000e-05	8.063000e-01	1.107929e-05	1.266530e-03
166	MTOR	mechanistic target of rapamycin (serine/threonine kinase)	8872	1	355	6	27	0	1	0	28	27	25	8.617854e-02	1.000000e-05	5.825100e-01	1.289598e-05	1.465325e-03
167	TOX	thymocyte selection-associated high mobility group box	1613	1	1081	3	8	4	8	4	24	23	19	6.918312e-05	6.000000e-03	8.954000e-01	1.409308e-05	1.591758e-03
168	HIST1H2AM	histone cluster 1, H2am	782	0	52	26	43	1	0	1	45	38	28	8.041213e-04	1.050000e-03	6.159500e-01	1.544114e-05	1.733635e-03
169	PCDHGC5	protocadherin gamma subfamily C, 5	4479	0	1	2	7	1	0	1	9	9	9	1.231664e-06	1	5.580000e-01	1.799110e-05	2.007977e-03
170	KIR2DL1	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1	1077	0	105	1	30	0	1	1	32	25	9	1.261890e-01	1.000000e-05	3.595800e-01	1.840201e-05	2.041757e-03
171	OGDHL	oxoglutarate dehydrogenase-like	3126	0	0	5	10	0	0	0	10	10	10	1.274998e-06	1	6.600000e-01	1.858000e-05	2.049450e-03
172	RPL22	ribosomal protein L22	403	6	46	0	2	1	1	7	11	11	7	1.820425e-04	8.700000e-03	3.332000e-01	1.906415e-05	2.090628e-03
173	CHD8	chromodomain helicase DNA binding protein 8	7906	3	123	1	21	5	2	7	35	32	34	3.633718e-06	3.510000e-01	7.580000e-01	2.191700e-05	2.389586e-03
174	FIP1L1	FIP1 like 1 (S. cerevisiae)	1884	2	234	1	3	5	6	3	17	17	17	2.811221e-06	1	2.420000e-01	2.249670e-05	2.438694e-03
175	KRTAP10-12	keratin associated protein 10-12	742	1	0	0	2	1	0	1	4	4	4	7.337946e-06	1	1.130000e-01	2.333989e-05	2.515640e-03
176	DNM2	dynamin 2	2837	1	349	3	18	0	1	0	19	18	13	3.138992e-03	5.333333e-04	6.583333e-02	2.394041e-05	2.565704e-03
177	KIAA0408	KIAA0408	2108	0	0	1	9	1	0	0	10	9	10	1.753875e-06	1	5.700000e-01	2.499918e-05	2.664037e-03
178	KLF2	Kruppel-like factor 2 (lung)	1079	0	104	43	100	2	3	4	109	38	79	1.768719e-06	5.800000e-01	1	2.519586e-05	2.669911e-03
179	OR5AP2	olfactory receptor, family 5, subfamily AP, member 2	951	1	0	0	7	1	0	1	9	9	9	4.037198e-05	1	1.640000e-02	2.785284e-05	2.934973e-03
180	HNRNPD	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)	1104	0	83	0	6	0	1	5	12	11	10	1.454119e-04	1.000000e-02	9.502000e-01	2.833243e-05	2.968924e-03
181	BCOR	BCL6 co-repressor	5325	0	289	6	16	0	0	3	19	19	14	3.065111e-02	4.000000e-05	1.495000e-02	3.014988e-05	3.141917e-03
182	HIST1H3D	histone cluster 1, H3d	1194	0	36	11	16	2	0	1	19	18	12	1.996552e-02	5.000000e-05	4.307400e-01	3.081010e-05	3.193078e-03
183	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1	1173	1	20	3	8	0	2	2	12	11	11	7.194786e-05	1.820000e-01	4.800000e-02	3.312314e-05	3.414036e-03
184	ESYT2	extended synaptotagmin-like protein 2	2768	1	281	1	13	1	1	0	15	14	9	3.444979e-02	3.000000e-05	9.834500e-01	3.360469e-05	3.444846e-03
185	HIST2H2AC	histone cluster 2, H2ac	777	0	5	14	11	2	0	0	13	12	11	2.790825e-04	7.400000e-03	9.390000e-01	3.453947e-05	3.521532e-03
186	HIST1H4E	histone cluster 1, H4e	314	1	36	5	11	3	0	0	14	14	14	2.593760e-06	5.720000e-01	4.570000e-01	3.595574e-05	3.646222e-03
187	XPO1	exportin 1 (CRM1 homolog, yeast)	3313	0	196	1	13	1	2	0	16	16	10	4.686575e-03	3.800000e-04	5.735400e-01	3.635072e-05	3.666563e-03
188	PRKCB	protein kinase C, beta	2243	0	982	2	19	0	0	0	19	19	15	1.193304e-02	1.200000e-04	6.579700e-01	4.697418e-05	4.712910e-03
189	KIAA1671	KIAA1671	5463	0	447	42	34	0	1	0	35	31	9	3.500976e-01	1.000000e-05	9.998300e-01	4.748188e-05	4.722700e-03
190	SBF1	SET binding factor 1	5842	0	76	11	19	2	6	7	34	30	33	6.007178e-06	5.010000e-01	7.960000e-01	4.757252e-05	4.722700e-03
191	LENG9	leukocyte receptor cluster (LRC) member 9	1604	0	2	1	3	0	0	3	6	6	4	2.277982e-03	1.200000e-03	9.737000e-01	4.785732e-05	4.726098e-03
192	ARID4A	AT rich interactive domain 4A (RBP1-like)	3867	4	202	4	9	1	3	4	17	15	15	3.625533e-02	1.700000e-03	1.598000e-02	4.904443e-05	4.818105e-03
193	GPR82	G protein-coupled receptor 82	1023	1	0	0	4	0	0	0	4	4	4	3.709570e-06	1	8.850000e-01	5.009624e-05	4.895934e-03
194	BRD1	bromodomain containing 1	3223	0	125	1	9	2	2	2	15	15	14	3.457176e-05	1.580000e-01	3.680000e-01	5.083044e-05	4.939350e-03
195	PRPF40A	PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae)	3008	0	207	0	12	6	3	3	24	20	24	2.139573e-05	3.450000e-01	2.680000e-01	5.106421e-05	4.939350e-03
196	MAGEC1	melanoma antigen family C, 1	3451	0	44	4	44	0	0	3	47	42	25	4.034376e-01	1.000000e-05	9.305200e-01	5.414399e-05	5.210530e-03
197	LRRTM3	leucine rich repeat transmembrane neuronal 3	1757	0	0	0	5	0	0	0	5	5	5	4.521981e-06	1	3.820000e-01	6.017201e-05	5.761241e-03
198	MUC15	mucin 15, cell surface associated	1123	0	0	4	3	1	0	2	6	6	5	1.052979e-04	4.500000e-02	6.200000e-01	7.563048e-05	7.204758e-03
199	ARID4B	AT rich interactive domain 4B (RBP1-like)	4037	0	484	4	12	1	4	5	22	21	21	1.142520e-04	2.140000e-01	5.800000e-02	7.880784e-05	7.469716e-03
200	IGLL5	immunoglobulin lambda-like polypeptide 5	657	0	10067	318	498	8	71	10	587	305	158	6.156081e-01	1.000000e-05	1	8.001717e-05	7.546419e-03
201	SEC31A	SEC31 homolog A (S. cerevisiae)	3770	6	190	4	2	0	1	5	8	8	4	6.396214e-01	1.000000e-05	8.625200e-01	8.289369e-05	7.778810e-03
202	NFKBIE	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon	1527	1	35	3	5	2	3	4	14	13	12	2.384557e-05	2.160000e-01	7.470000e-01	8.595868e-05	8.026498e-03
203	NCOA4	nuclear receptor coactivator 4	2139	1	0	0	2	0	0	1	3	3	3	2.379399e-05	1	1.790000e-01	8.692117e-05	8.076390e-03
204	JAK1	Janus kinase 1 (a protein tyrosine kinase)	3568	1	343	3	12	0	3	1	16	16	14	2.953198e-03	3.100000e-03	2.428000e-01	8.761944e-05	8.101362e-03
205	HIST1H2BC	histone cluster 1, H2bc	780	0	30	24	24	2	4	0	30	28	26	1.269941e-05	3.050000e-01	6.040000e-01	9.035746e-05	8.268068e-03
206	KIR3DL1	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1	1369	0	137	15	107	0	2	2	111	30	12	7.050370e-01	1.000000e-05	9.999900e-01	9.068490e-05	8.268068e-03
207	SYT15	synaptotagmin XV	1360	0	1	1	4	1	0	0	5	5	5	7.086119e-06	1	9.920000e-01	9.110887e-05	8.268068e-03
208	DNAH12	dynein, axonemal, heavy chain 12	9554	1	533	2	23	2	1	4	30	27	28	7.091764e-01	8.653000e-01	1.000000e-05	9.117581e-05	8.268068e-03
209	CUL4B	cullin 4B	2838	0	143	1	7	5	3	1	16	16	14	3.660222e-04	4.700000e-02	2.270000e-01	9.388353e-05	8.472876e-03
210	BCL6	B-cell CLL/lymphoma 6 (zinc finger protein 51)	2175	0	4201	5	48	13	58	4	123	105	63	8.398646e-01	1.000000e-05	7.620000e-03	1.065573e-04	9.570876e-03
211	DNAH14	dynein, axonemal, heavy chain 14	13922	0	1510	11	33	1	7	9	50	45	48	8.516773e-01	9.968300e-01	1.000000e-05	1.079371e-04	9.648860e-03
212	TMEM87B	transmembrane protein 87B	1741	0	0	1	4	0	0	0	4	4	4	8.623624e-06	1	4.140000e-01	1.091838e-04	9.714264e-03
213	PRIM2	primase, DNA, polypeptide 2 (58kDa)	1598	0	10863	2	11	1	23	0	35	33	10	1.000000e+00	1.000000e-05	1	1.251293e-04	1.097762e-02
214	FAM75A3	family with sequence similarity 75, member A3	4058	0	60	5	90	0	0	0	90	47	12	1	1.000000e-05	1.000000e-05	1.251293e-04	1.097762e-02
215	FRG2C	FSHD region gene 2 family, member C	863	0	63	3	74	1	0	0	75	46	5	1.000000e+00	1.000000e-05	1	1.251293e-04	1.097762e-02
216	PCDHGC4	protocadherin gamma subfamily C, 4	5510	1	0	0	6	0	0	0	6	6	6	3.594642e-05	1	1.880000e-01	1.279438e-04	1.116709e-02
217	TFDP1	transcription factor Dp-1	1278	1	162	1	8	1	3	2	14	13	14	1.923514e-05	1	2.950000e-01	1.284730e-04	1.116709e-02
218	HDAC7	histone deacetylase 7	3077	0	146	2	12	0	2	0	14	13	11	4.791914e-02	4.285714e-04	5.112857e-02	1.360564e-04	1.177200e-02
219	ERAS	ES cell expressed Ras	706	0	0	0	0	0	0	2	2	2	1	9.072589e-04	1.230000e-02	7.723000e-01	1.384113e-04	1.192107e-02
220	CRELD2	cysteine-rich with EGF-like domains 2	1254	0	9	0	4	2	0	1	7	7	7	1.189640e-05	1	7.680000e-01	1.467929e-04	1.258549e-02
221	CHAC2	ChaC, cation transport regulator homolog 2 (E. coli)	775	0	0	0	2	0	1	0	3	3	3	4.415222e-05	1	1.310000e-01	1.540651e-04	1.314921e-02
222	HIST1H2AD	histone cluster 1, H2ad	777	0	22	9	15	1	0	0	16	16	12	5.379570e-03	2.100000e-03	2.458000e-01	1.703237e-04	1.447138e-02
223	RFXAP	regulatory factor X-associated protein	830	0	33	0	3	3	3	0	9	9	8	1.483410e-05	1	9.620000e-01	1.797683e-04	1.520533e-02
224	PABPC1	poly(A) binding protein, cytoplasmic 1	1972	6	55	2	13	0	1	1	15	14	12	5.594826e-04	1.700000e-02	9.800000e-01	1.889895e-04	1.591393e-02
225	TRPM1	transient receptor potential cation channel, subfamily M, member 1	4921	0	235	3	17	0	5	2	24	24	24	1.580316e-05	1	7.200000e-01	1.905118e-04	1.597082e-02
226	ZPBP2	zona pellucida binding protein 2	1046	3	16	0	4	0	1	0	5	5	3	6.839163e-02	2.142857e-04	9.546429e-01	1.994048e-04	1.664236e-02
227	EIF4A1	eukaryotic translation initiation factor 4A, isoform 1	1648	0	26	5	18	0	0	2	20	20	19	3.239218e-05	4.300000e-01	7.000000e-01	2.023404e-04	1.681297e-02
228	KCNMB1	potassium large conductance calcium-activated channel, subfamily M, beta member 1	596	0	0	3	4	0	1	0	5	5	5	1.717762e-05	1	6.110000e-01	2.056488e-04	1.701293e-02
229	OR7A17	olfactory receptor, family 7, subfamily A, member 17	928	1	8	0	6	1	0	0	7	7	7	1.599046e-03	1	3.600000e-03	2.084117e-04	1.716621e-02
230	PCDHGB7	protocadherin gamma subfamily B, 7	16167	15	0	2	6	2	0	0	8	7	8	1.854158e-05	1	8.830000e-01	2.205613e-04	1.808794e-02
231	GRIPAP1	GRIP1 associated protein 1	2680	1	42	2	3	5	2	0	10	10	8	9.607761e-05	1.230000e-01	4.760000e-01	2.517674e-04	2.055774e-02
232	SETD1B	SET domain containing 1B	5838	6	83	4	9	8	4	3	24	23	23	8.923440e-05	7.630000e-01	9.900000e-02	2.564625e-04	2.085084e-02
233	TSSK1B	testis-specific serine kinase 1B	1108	0	0	0	3	0	0	1	4	4	3	8.995419e-04	2.000000e-02	7.030000e-01	2.631723e-04	2.130453e-02
234	DAZAP1	DAZ associated protein 1	1361	0	114	2	4	4	0	2	10	10	6	4.473360e-04	3.400000e-02	9.210000e-01	2.714314e-04	2.187923e-02
235	MGC42105		1331	0	284	2	12	1	0	2	15	15	14	1.378893e-04	9.600000e-02	9.930000e-01	2.748176e-04	2.205791e-02
236	FRMPD2	FERM and PDZ domain containing 2	4042	0	0	6	6	0	0	0	6	6	6	6.636415e-05	1	1.750000e-01	2.802581e-04	2.239928e-02
237	PARG	poly (ADP-ribose) glycohydrolase	2999	1	0	3	8	0	0	0	8	6	6	2.426965e-05	1	8.890000e-01	2.821659e-04	2.245660e-02
238	MTPN	myotrophin	541	0	0	0	0	1	0	1	2	2	2	2.468975e-05	1	5.270000e-01	2.866263e-04	2.263671e-02
239	NR2C2AP	nuclear receptor 2C2-associated protein	514	0	1	0	2	0	2	0	4	4	4	2.470887e-05	1	5.090000e-01	2.868292e-04	2.263671e-02
240	SF3B1	splicing factor 3b, subunit 1, 155kDa	4035	0	155	4	13	0	4	1	18	18	15	3.258481e-02	8.666667e-04	2.706667e-01	3.012090e-04	2.367252e-02
241	FUBP1	far upstream element (FUSE) binding protein 1	2013	1	104	3	5	4	3	4	16	13	16	2.661520e-05	1	9.010000e-01	3.069805e-04	2.402600e-02
242	HIST1H4L	histone cluster 1, H4l	315	1	17	1	7	0	0	1	8	8	7	2.487842e-03	3.520000e-02	1.416000e-01	3.096496e-04	2.413476e-02
243	UGT1A4	UDP glucuronosyltransferase 1 family, polypeptide A4	3802	3	0	2	3	1	0	1	5	4	5	2.746289e-05	1	9.930000e-01	3.158967e-04	2.452035e-02
244	NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog	966	5	31	2	10	0	0	0	10	10	9	3.576854e-03	2.070000e-02	1.923000e-01	3.204784e-04	2.477403e-02
245	CD34	CD34 molecule	1207	0	69	2	8	0	1	2	11	10	11	6.417457e-05	1	1.130000e-01	3.233419e-04	2.489336e-02
246	ZEB2	zinc finger E-box binding homeobox 2	3687	1	409	8	8	2	6	6	22	19	17	1.526605e-02	1.350000e-03	9.315000e-01	3.320557e-04	2.546030e-02
247	GPR34	G protein-coupled receptor 34	1168	1	0	0	1	1	0	0	2	2	2	1.880672e-04	1	8.400000e-02	3.374950e-04	2.577260e-02
248	MYO1E	myosin IE	4526	1	977	3	5	0	12	0	17	17	9	4.503020e-01	5.000000e-05	9.268100e-01	3.582331e-04	2.724594e-02
249	IL4R	interleukin 4 receptor	2547	0	388	1	13	1	0	0	14	14	11	6.560312e-01	4.300000e-04	2.437000e-02	3.714788e-04	2.811076e-02
250	PCDHGA11	protocadherin gamma subfamily A, 11	15110	0	0	0	9	0	0	0	9	8	9	3.290868e-05	1	8.690000e-01	3.725846e-04	2.811076e-02
251	CIB1	calcium and integrin binding 1 (calmyrin)	616	0	5	0	3	0	0	2	5	5	4	1.853312e-04	1.410000e-01	8.060000e-01	3.753250e-04	2.820470e-02
252	PDZD3	PDZ domain containing 3	2037	0	7	0	3	1	0	2	6	6	5	6.426715e-03	4.190000e-02	6.760000e-02	3.910701e-04	2.927128e-02
253	ZBED1	zinc finger, BED-type containing 1	2099	2	0	1	6	0	0	0	6	6	6	1.682674e-04	1	1.450000e-01	3.941018e-04	2.938162e-02
254	ZFP36L2	zinc finger protein 36, C3H type-like 2	1492	0	30	9	15	4	0	4	23	20	23	3.772890e-05	5.570000e-01	9.780000e-01	4.220009e-04	3.133772e-02
255	HEATR7A	HEAT repeat containing 7A	5224	0	0	8	9	0	0	0	9	9	9	3.830052e-05	1	6.130000e-01	4.278186e-04	3.164516e-02
256	HIST2H3D	histone cluster 2, H3d	409	0	23	23	19	1	0	5	25	20	19	3.863201e-05	5.860000e-01	9.820000e-01	4.311884e-04	3.176983e-02
257	SLC39A2	solute carrier family 39 (zinc transporter), member 2	1354	0	4	0	1	2	0	0	3	3	2	1.176106e-02	2.160000e-02	3.850000e-02	4.330120e-04	3.178005e-02
258	SFRS2	splicing factor, arginine/serine-rich 2	787	0	17	6	10	0	0	0	10	9	8	1.308226e-02	2.880000e-02	2.350000e-02	4.374306e-04	3.185518e-02
259	SP3	Sp3 transcription factor	2370	0	207	4	6	4	0	5	15	15	14	4.136667e-04	2.060000e-01	3.250000e-01	4.379535e-04	3.185518e-02
260	RFTN1	raftlin, lipid raft linker 1	1779	0	1218	9	25	3	6	0	34	31	32	5.206287e-05	5.570000e-01	9.900000e-01	4.391023e-04	3.185518e-02
261	NBPF16	neuroblastoma breakpoint family, member 16	4147	4	99	2	10	0	0	0	10	10	4	8.450589e-01	1.000000e-05	2.943100e-01	4.678177e-04	3.380834e-02
262	MBD6	methyl-CpG binding domain protein 6	3075	2	13	0	8	0	1	4	13	13	11	1.016107e-02	6.700000e-03	2.962000e-01	4.822933e-04	3.472143e-02
263	WHSC1	Wolf-Hirschhorn syndrome candidate 1	4283	3	273	1	12	1	4	1	18	18	17	2.231526e-03	1.210000e-01	6.900000e-02	4.916985e-04	3.526394e-02
264	LRTM1	leucine-rich repeats and transmembrane domains 1	1050	0	0	2	4	0	0	0	4	4	3	1.407082e-03	2.500000e-02	4.870000e-01	4.956645e-04	3.541373e-02
265	YY2	YY2 transcription factor	1249	0	0	0	4	1	0	0	5	5	5	4.613425e-05	1	8.450000e-01	5.067365e-04	3.606816e-02
266	ARID1B	AT rich interactive domain 1B (SWI1-like)	6827	1	1134	19	22	7	1	9	39	35	39	1.238994e-04	3.720000e-01	9.840000e-01	6.066989e-04	4.302088e-02
267	EDEM1	ER degradation enhancer, mannosidase alpha-like 1	2020	0	144	1	19	1	0	0	20	18	18	1.234578e-03	3.200000e-02	1	6.119832e-04	4.323306e-02
268	ZNF571	zinc finger protein 571	1855	0	0	1	6	0	0	0	6	6	6	1.620536e-04	1	2.690000e-01	6.413039e-04	4.513535e-02
269	ADNP	activity-dependent neuroprotector homeobox	3332	0	167	1	10	3	0	7	20	17	19	5.111776e-03	8.900000e-03	5.315000e-01	6.760923e-04	4.740689e-02
270	KRTAP10-11	keratin associated protein 10-11	901	8	0	0	4	0	0	0	4	4	4	6.583037e-05	1	6.380000e-01	6.996735e-04	4.887867e-02
271	OR5AU1	olfactory receptor, family 5, subfamily AU, member 1	1088	0	2	0	7	1	0	0	8	7	8	6.959643e-05	1	7.600000e-01	7.358289e-04	5.099139e-02
272	SPAG11B	sperm associated antigen 11B	1309	0	1	0	1	0	0	1	2	2	2	6.961200e-05	1	5.820000e-01	7.359780e-04	5.099139e-02
273	HIST2H2AB	histone cluster 2, H2ab	395	1	18	4	7	0	0	0	7	7	6	1.011971e-02	6.300000e-03	9.975000e-01	7.380262e-04	5.099139e-02
274	GPR61	G protein-coupled receptor 61	1376	2	22	0	3	0	0	2	5	5	4	2.401270e-01	2.125000e-04	5.369875e-01	7.591602e-04	5.215734e-02
275	VASN	vasorin	2034	0	0	2	5	0	0	0	5	5	5	2.631371e-04	1	2.450000e-01	7.622557e-04	5.215734e-02
276	AP2A2	adaptor-related protein complex 2, alpha 2 subunit	2905	0	211	5	2	0	1	4	7	7	5	1.086922e-01	5.000000e-04	9.369667e-01	7.631972e-04	5.215734e-02
277	FGF7	fibroblast growth factor 7 (keratinocyte growth factor)	600	0	0	1	2	0	0	0	2	2	2	2.519737e-04	1	1.110000e-01	7.929733e-04	5.375887e-02
278	PLCXD1	phosphatidylinositol-specific phospholipase C, X domain containing 1	1002	4	0	4	5	0	0	0	5	5	4	4.348544e-04	1.420000e-01	5.770000e-01	7.936617e-04	5.375887e-02
279	IRF1	interferon regulatory factor 1	1021	0	121	0	14	3	3	0	20	15	19	3.680820e-03	2.440000e-01	9.200000e-03	7.951821e-04	5.375887e-02
280	CIC	capicua homolog (Drosophila)	4905	6	19	5	12	2	2	4	20	19	20	7.881054e-05	1	7.030000e-01	8.234491e-04	5.539767e-02
281	UGT1A3	UDP glucuronosyltransferase 1 family, polypeptide A3	2931	1	0	0	4	0	0	0	4	4	4	7.900610e-05	1	7.000000e-01	8.252966e-04	5.539767e-02
282	GPS2	G protein pathway suppressor 2	1832	7	4	2	6	0	1	7	14	13	14	7.968711e-05	1	4.610000e-01	8.317265e-04	5.563129e-02
283	SERPIND1	serpin peptidase inhibitor, clade D (heparin cofactor), member 1	1524	0	0	0	4	0	0	0	4	4	4	1.697199e-04	1	4.160000e-01	8.851520e-04	5.899553e-02
284	NONO	non-POU domain containing, octamer-binding	1474	0	49	0	8	2	1	1	12	12	12	1.292248e-04	4.790000e-01	7.410000e-01	8.964934e-04	5.954105e-02
285	EPS8L3	EPS8-like 3	1864	1	41	1	5	0	0	3	8	8	6	2.525675e-02	2.600000e-03	3.549000e-01	9.134808e-04	6.045640e-02
286	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	1101	0	288	1	5	0	0	0	5	4	4	6.980124e-01	1.200000e-04	8.069800e-01	9.353187e-04	6.168525e-02
287	JMJD7-PLA2G4B		3568	0	24	2	3	0	4	2	9	9	9	9.245072e-05	1	7.040000e-01	9.512102e-04	6.251473e-02
288	TMEM49	transmembrane protein 49	1274	0	510	5	11	1	1	1	14	12	13	1.456838e-02	1.000000e-02	3.016000e-01	1.025839e-03	6.718534e-02
289	CSH2	chorionic somatomammotropin hormone 2	717	0	8	0	1	0	1	2	4	4	4	3.303087e-04	1	2.410000e-01	1.033963e-03	6.748305e-02
290	OR2L3	olfactory receptor, family 2, subfamily L, member 3	939	1	0	0	4	0	0	0	4	4	4	2.549327e-02	1.780000e-02	1.159000e-01	1.039187e-03	6.759017e-02
291	EIF2AK3	eukaryotic translation initiation factor 2-alpha kinase 3	3415	0	453	2	21	2	3	7	33	27	32	1.557624e-03	4.400000e-02	7.830000e-01	1.061105e-03	6.877854e-02
292	ZNF750	zinc finger protein 750	2188	0	0	1	5	0	0	1	6	6	6	1.049228e-04	1	7.640000e-01	1.066255e-03	6.887571e-02
293	YTHDC1	YTH domain containing 1	2248	1	124	1	7	1	6	1	15	14	15	2.720989e-04	1	2.470000e-01	1.082183e-03	6.966600e-02
294	EGR1	early growth response 1	1639	0	43	15	25	0	2	1	28	23	23	1.013167e-02	8.100000e-03	1	1.199333e-03	7.694494e-02
295	WDTC1	WD and tetratricopeptide repeats 1	2097	2	176	0	4	0	2	4	10	9	9	7.507793e-02	1.500000e-03	3.812000e-01	1.238316e-03	7.917668e-02
296	CRLS1	cardiolipin synthase 1	943	0	75	1	6	0	0	0	6	5	4	5.452066e-02	1.800000e-03	9.886000e-01	1.251971e-03	7.977934e-02
297	GSTM2	glutathione S-transferase M2 (muscle)	712	0	15	0	4	0	0	0	4	4	3	3.345868e-03	3.500000e-02	9.960000e-01	1.297610e-03	8.240916e-02
298	CYLD	cylindromatosis (turban tumor syndrome)	2949	2	127	1	7	1	2	1	11	11	10	9.256046e-03	7.320000e-02	9.240000e-02	1.347357e-03	8.528137e-02
299	PSPN	persephin	474	0	1	0	6	0	0	0	6	6	6	2.159929e-04	1	3.860000e-01	1.360912e-03	8.585124e-02
300	OBSL1	obscurin-like 1	5939	0	27	7	25	3	2	0	30	27	29	1.807969e-04	6.420000e-01	5.240000e-01	1.365724e-03	8.586765e-02
301	SEL1L3	sel-1 suppressor of lin-12-like 3 (C. elegans)	3491	0	604	15	17	3	2	1	23	20	20	5.802785e-02	1.300000e-03	1	1.375834e-03	8.621586e-02
302	KRTAP10-9	keratin associated protein 10-9	883	8	0	2	4	0	0	0	4	4	4	1.398498e-04	1	9.020000e-01	1.381009e-03	8.625360e-02
303	ATP6AP1L	ATPase, H+ transporting, lysosomal accessory protein 1-like	691	0	38	3	2	0	2	1	5	5	5	4.135058e-03	1	1.280000e-02	1.420554e-03	8.843063e-02
304	UMOD	uromodulin (uromucoid, Tamm-Horsfall glycoprotein)	1975	1	84	6	11	0	0	0	11	11	11	4.066838e-01	1	7.000000e-05	1.439045e-03	8.928704e-02
305	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1	2804	2	89	2	10	0	3	3	16	13	16	5.667436e-03	1.760000e-01	8.800000e-02	1.497299e-03	9.259687e-02
306	INO80	INO80 homolog (S. cerevisiae)	4812	0	378	4	13	5	6	1	25	23	25	1.609580e-04	1	6.440000e-01	1.566825e-03	9.657989e-02
307	TAF1	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa	5832	0	247	7	27	0	2	1	30	30	28	2.618563e-03	4.800000e-02	7.200000e-02	1.670049e-03	1.026074e-01
308	HIST1H4H	histone cluster 1, H4h	314	0	17	1	7	0	2	0	9	8	9	1.748610e-04	1	6.840000e-01	1.687674e-03	1.032180e-01
309	MALT1	mucosa associated lymphoid tissue lymphoma translocation gene 1	2539	0	234	1	6	1	0	0	7	7	5	3.513133e-01	3.400000e-04	4.237200e-01	1.694556e-03	1.032180e-01
310	SFRS17A	splicing factor, arginine/serine-rich 17A	2110	1	0	2	5	1	0	0	6	6	6	1.758703e-04	1	6.520000e-01	1.696404e-03	1.032180e-01
311	NRAP	nebulin-related anchoring protein	5360	6	231	3	11	0	0	0	11	11	10	9.169457e-01	1.044444e-03	1.791111e-02	1.761251e-03	1.068190e-01
312	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	2440	0	469	5	13	5	0	2	20	19	20	1.898142e-04	1	7.720000e-01	1.816420e-03	1.098119e-01
313	TCL1A	T-cell leukemia/lymphoma 1A	368	0	929	6	18	0	12	1	31	27	21	8.076180e-01	1.200000e-04	2.084500e-01	1.850777e-03	1.115315e-01
314	TAS2R46	taste receptor, type 2, member 46	930	6	0	1	2	0	0	0	2	2	2	1.975292e-02	1.000000e-02	4.339000e-01	1.882379e-03	1.130746e-01
315	PTPN6	protein tyrosine phosphatase, non-receptor type 6	2389	2	51	1	14	2	3	1	20	14	19	2.003775e-04	1	9.190000e-01	1.906654e-03	1.141692e-01
316	WEE1	WEE1 homolog (S. pombe)	1990	0	84	5	21	1	0	1	23	22	21	1.676021e-03	7.500000e-02	9.300000e-01	1.912997e-03	1.141865e-01
317	PBX2	pre-B-cell leukemia homeobox 2	1794	0	4	2	1	0	2	1	4	4	4	4.384170e-04	1	4.350000e-01	1.940036e-03	1.154352e-01
318	U2AF1	U2 small nuclear RNA auxiliary factor 1	825	8	33	1	6	0	0	2	8	8	8	1.138662e-03	1	3.800000e-02	1.955283e-03	1.159766e-01
